level_name	chain	level	condition	create_time	create_cost	upkeep_cost	demolition_cost	zoc	lower_happiness	upper_happiness	repression	gdp	town_wealth_growth	pop_change	maxpop_change	commodity	gov_type_key	commodity_vol	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	destruction_terminator	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	working_model	unique_index	can_convert	building_instance_key	audio_building_type	should_show_building_level_in_ui_for_technology	is_new
barb_agriculture_farm_4	barb_agriculture	3		80	57600	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201010	true	rom_Economic_Secondary_Food_Farm	general_civic	true	false
barb_agriculture_horse_2	barb_agriculture	1		30	30000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201011	true	rom_Economic_Secondary_Stables	horses	true	false
barb_agriculture_horse_3	barb_agriculture	2		50	46500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201012	true	rom_Economic_Secondary_Stables	horses	true	false
barb_agriculture_horse_4	barb_agriculture	3		80	86400	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201013	true	rom_Economic_Secondary_Stables	horses	true	false
barb_agriculture_minor_1	barb_agriculture_minor	0		20	10500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201014	true		general_civic	false	false
barb_agriculture_minor_cattle_2	barb_agriculture_minor	1		30	21000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201015	true	rom_Economic_Secondary_Food_Cattle	general_civic	false	false
barb_agriculture_minor_cattle_3	barb_agriculture_minor	2		50	39000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201016	true	rom_Economic_Secondary_Food_Cattle	general_civic	false	false
barb_agriculture_minor_cattle_4	barb_agriculture_minor	3		80	77400	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201017	true	rom_Economic_Secondary_Food_Cattle	general_civic	false	false
barb_agriculture_minor_farm_2	barb_agriculture_minor	1		30	18000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201018	true	rom_Economic_Secondary_Food_Farm	general_civic	false	false
barb_agriculture_minor_farm_3	barb_agriculture_minor	2		50	30000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201019	true	rom_Economic_Secondary_Food_Farm	general_civic	false	false
barb_agriculture_minor_farm_4	barb_agriculture_minor	3		80	57600	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201020	true	rom_Economic_Secondary_Food_Farm	general_civic	false	false
barb_agriculture_minor_horse_2	barb_agriculture_minor	1		30	30000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201021	true	rom_Economic_Secondary_Stables	horses	false	false
barb_agriculture_minor_horse_3	barb_agriculture_minor	2		50	46500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201022	true	rom_Economic_Secondary_Stables	horses	false	false
barb_agriculture_minor_horse_4	barb_agriculture_minor	3		80	86400	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201023	true	rom_Economic_Secondary_Stables	horses	false	false
barb_agriculture_minor_nomad_1	barb_agriculture_minor_nomad	0		20	13500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201024	true		general_civic	false	false
barb_agriculture_minor_nomad_camp_2	barb_agriculture_minor_nomad	1		30	18000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201025	true	rom_Economic_Secondary_Food_Farm	general_civic	false	false
barb_agriculture_minor_nomad_camp_3	barb_agriculture_minor_nomad	2		50	30000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201026	true	rom_Economic_Secondary_Food_Farm	general_civic	false	false
barb_agriculture_minor_nomad_camp_4	barb_agriculture_minor_nomad	3		80	57600	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201027	true	rom_Economic_Secondary_Food_Farm	general_civic	false	false
barb_agriculture_minor_nomad_herd_2	barb_agriculture_minor_nomad	1		30	28500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201028	true	rom_Economic_Secondary_Stables	horses	false	false
barb_agriculture_minor_nomad_herd_3	barb_agriculture_minor_nomad	2		50	48000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201029	true	rom_Economic_Secondary_Stables	horses	false	false
barb_agriculture_minor_nomad_herd_4	barb_agriculture_minor_nomad	3		80	82800	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201030	true	rom_Economic_Secondary_Stables	horses	false	false
barb_agriculture_minor_nomad_weaver_2	barb_agriculture_minor_nomad	1		30	21000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201031	true	rom_Economic_Secondary_Food_Cattle	general_civic	false	false
barb_agriculture_minor_nomad_weaver_3	barb_agriculture_minor_nomad	2		50	39000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201032	true	rom_Economic_Secondary_Food_Cattle	general_civic	false	false
barb_agriculture_minor_nomad_weaver_4	barb_agriculture_minor_nomad	3		80	77400	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201033	true	rom_Economic_Secondary_Food_Cattle	general_civic	false	false
barb_agriculture_nomad_1	barb_agriculture_nomad	0		20	13500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201034	true		general_civic	true	false
barb_agriculture_nomad_camp_2	barb_agriculture_nomad	1		30	18000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201035	true	rom_Economic_Secondary_Food_Farm	general_civic	true	false
barb_agriculture_nomad_camp_3	barb_agriculture_nomad	2		50	30000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201036	true	rom_Economic_Secondary_Food_Farm	general_civic	true	false
barb_agriculture_nomad_camp_4	barb_agriculture_nomad	3		80	57600	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201037	true	rom_Economic_Secondary_Food_Farm	general_civic	true	false
barb_agriculture_nomad_herd_2	barb_agriculture_nomad	1		30	28500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201038	true	rom_Economic_Secondary_Stables	horses	true	false
barb_agriculture_nomad_herd_3	barb_agriculture_nomad	2		50	48000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201039	true	rom_Economic_Secondary_Stables	horses	true	false
barb_agriculture_nomad_herd_4	barb_agriculture_nomad	3		80	82800	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201040	true	rom_Economic_Secondary_Stables	horses	true	false
barb_agriculture_nomad_weaver_2	barb_agriculture_nomad	1		30	21000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201041	true	rom_Economic_Secondary_Food_Cattle	general_civic	true	false
barb_agriculture_nomad_weaver_3	barb_agriculture_nomad	2		50	39000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201042	true	rom_Economic_Secondary_Food_Cattle	general_civic	true	false
barb_agriculture_nomad_weaver_4	barb_agriculture_nomad	3		80	77400	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201043	true	rom_Economic_Secondary_Food_Cattle	general_civic	true	false
barb_amber_1	barb_amber	0		20	15000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	true	false				campaign_sho_city_castle_construction_lvl1	201044	true	rom_SettlementMinor	town	false	false
barb_amber_2	barb_amber	1		30	21000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201045	true	rom_SettlementMinor	town	false	false
barb_amber_3	barb_amber	2		50	28500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201046	true	rom_SettlementMinor	town	false	false
barb_amber_4	barb_amber	3		80	45000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201047	true	rom_SettlementMinor	town	false	false
barb_artisan_1	barb_artisan	0		20	15000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201048	true		workshop	true	false
barb_artisan_bronze_2	barb_artisan	1		30	27000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201049	true	rom_Military_Main_Heavy	workshop	true	false
barb_artisan_bronze_3	barb_artisan	2		50	45000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201050	true	rom_Military_Main_Heavy	workshop	true	false
barb_artisan_bronze_4	barb_artisan	3		80	90000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false			res_rom_timber	campaign_sho_city_castle_construction_lvl1	201051	true	rom_Military_Main_Heavy	workshop	true	false
barb_artisan_coin_2	barb_artisan	1		30	28500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201052	true	rom_Economic_Mint	workshop	true	false
barb_artisan_coin_3	barb_artisan	2		50	52500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201053	true	rom_Economic_Mint	workshop	true	false
barb_artisan_coin_4	barb_artisan	3		80	124200	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false			res_rom_timber	campaign_sho_city_castle_construction_lvl1	201054	true	rom_Economic_Mint	workshop	true	false
barb_artisan_maker_2	barb_artisan	1		30	31500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201055	true	rom_Economic_Ironworking	workshop	true	false
barb_artisan_maker_3	barb_artisan	2		50	61500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201056	true	rom_Economic_Ironworking	workshop	true	false
barb_artisan_maker_4	barb_artisan	3		80	122400	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false			res_rom_timber	campaign_sho_city_castle_construction_lvl1	201057	true	rom_Economic_Ironworking	workshop	true	false
barb_city_1	barb_city	0		20	22500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	true	false				campaign_sho_city_castle_construction_lvl1	201058	true	rom_Settlement_Major	town	true	false
barb_city_2	barb_city	1		30	40500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201059	true	rom_Settlement_Major	town	true	false
barb_city_3	barb_city	2		50	66000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201060	true	rom_Settlement_Major	town	true	false
barb_city_industry_4	barb_city	3		80	127800	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201061	true	rom_Settlement_Major	town	true	false
barb_city_trade_4	barb_city	3		80	127800	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201062	true	rom_Settlement_Major	town	true	false
barb_city_tribal_4	barb_city	3		80	127800	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201063	true	rom_Settlement_Major	town	true	false
barb_commons_1	barb_commons	0		20	10500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201064	true		general_civic	true	false
barb_commons_chieftan_2	barb_commons	1		30	19500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201065	true	rom_City_Lot_Public_Order	general_civic	true	false
barb_commons_chieftan_3	barb_commons	2		50	36000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201066	true	rom_City_Lot_Public_Order	general_civic	true	false
barb_commons_chieftan_4	barb_commons	3		80	72000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false			res_rom_timber	campaign_sho_city_castle_construction_lvl1	201067	true	rom_City_Lot_Public_Order	general_civic	true	false
barb_commons_chieftan_5	barb_commons	4		120	163800	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	true			res_rom_timber	campaign_sho_city_castle_construction_lvl1	201068	true	rom_City_Lot_Public_Order	general_civic	true	false
barb_commons_lore_2	barb_commons	1		30	19500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201069	true	rom_City_Lot_Research	general_civic	true	false
barb_commons_lore_3	barb_commons	2		50	37500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201070	true	rom_City_Lot_Research	general_civic	true	false
barb_commons_lore_4	barb_commons	3		80	95400	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false			res_rom_glass	campaign_sho_city_castle_construction_lvl1	201071	true	rom_City_Lot_Research	general_civic	true	false
barb_commons_market_2	barb_commons	1		30	22500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201072	true	rom_Economic_Primary_Trade	market	true	false
barb_commons_market_3	barb_commons	2		50	54000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201073	true	rom_Economic_Primary_Trade	market	true	false
barb_commons_market_4	barb_commons	3		80	136800	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false			res_rom_wine	campaign_sho_city_castle_construction_lvl1	201074	true	rom_Economic_Primary_Trade	market	true	false
barb_commons_nomad_1	barb_commons_nomad	0		20	9000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201075	true		general_civic	true	false
barb_commons_nomad_chieftan_2	barb_commons_nomad	1		30	19500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201076	true	rom_City_Lot_Public_Order	general_civic	true	false
barb_commons_nomad_chieftan_3	barb_commons_nomad	2		50	36000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201077	true	rom_City_Lot_Public_Order	general_civic	true	false
barb_commons_nomad_chieftan_4	barb_commons_nomad	3		80	72000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false			res_rom_timber	campaign_sho_city_castle_construction_lvl1	201078	true	rom_City_Lot_Public_Order	general_civic	true	false
barb_commons_nomad_lore_2	barb_commons_nomad	1		30	19500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201079	true	rom_City_Lot_Research	general_civic	true	false
barb_commons_nomad_lore_3	barb_commons_nomad	2		50	37500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201080	true	rom_City_Lot_Research	general_civic	true	false
barb_commons_nomad_lore_4	barb_commons_nomad	3		80	95400	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false			res_rom_glass	campaign_sho_city_castle_construction_lvl1	201081	true	rom_City_Lot_Research	general_civic	true	false
barb_commons_nomad_market_2	barb_commons_nomad	1		30	22500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201082	true	rom_Economic_Primary_Trade	market	true	false
barb_commons_nomad_market_3	barb_commons_nomad	2		50	54000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201083	true	rom_Economic_Primary_Trade	market	true	false
barb_commons_nomad_market_4	barb_commons_nomad	3		80	136800	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false			res_rom_wine	campaign_sho_city_castle_construction_lvl1	201084	true	rom_Economic_Primary_Trade	market	true	false
barb_commons_nomad_slave_2	barb_commons_nomad	1		30	70500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201085	true	rom_Economic_Primary_Slave	market	true	false
barb_commons_nomad_slave_3	barb_commons_nomad	2		50	195000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201086	true	rom_Economic_Primary_Slave	market	true	false
barb_commons_nomad_storage_2	barb_commons_nomad	1		30	16500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201087	true	rom_Economic_Primary_Food	general_civic	true	false
barb_commons_nomad_storage_3	barb_commons_nomad	2		50	37500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201088	true	rom_Economic_Primary_Food	general_civic	true	false
barb_commons_nomad_storage_4	barb_commons_nomad	3		80	97200	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false			res_rom_leather	campaign_sho_city_castle_construction_lvl1	201089	true	rom_Economic_Primary_Food	general_civic	true	false
barb_commons_slave_2	barb_commons	1		30	60000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201090	true	rom_Economic_Primary_Slave	market	true	false
barb_commons_slave_3	barb_commons	2		50	172500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201091	true	rom_Economic_Primary_Slave	market	true	false
barb_commons_storage_2	barb_commons	1		30	16500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201092	true	rom_Economic_Primary_Food	general_civic	true	false
barb_commons_storage_3	barb_commons	2		50	37500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201093	true	rom_Economic_Primary_Food	general_civic	true	false
barb_commons_storage_4	barb_commons	3		80	97200	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false			res_rom_leather	campaign_sho_city_castle_construction_lvl1	201094	true	rom_Economic_Primary_Food	general_civic	true	false
barb_craftsmen_1	barb_craftsmen	0		20	15000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201095	true		workshop	true	false
barb_craftsmen_pot_2	barb_craftsmen	1		30	24000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201096	true	rom_Economic_Storage	workshop	true	false
barb_craftsmen_pot_3	barb_craftsmen	2		50	46500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201097	true	rom_Economic_Storage	workshop	true	false
barb_craftsmen_pot_4	barb_craftsmen	3		80	90000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201098	true	rom_Economic_Storage	workshop	true	false
barb_craftsmen_salt_2	barb_craftsmen	1		30	25500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201099	true	rom_Economic_Salt	workshop	true	false
barb_craftsmen_salt_3	barb_craftsmen	2		50	48000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201100	true	rom_Economic_Salt	workshop	true	false
barb_craftsmen_salt_4	barb_craftsmen	3		80	91800	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201101	true	rom_Economic_Salt	workshop	true	false
barb_craftsmen_wood_2	barb_craftsmen	1		30	25500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201102	true	rom_Economic_Woodworking	workshop	true	false
barb_craftsmen_wood_3	barb_craftsmen	2		50	37500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false			res_rom_timber	campaign_sho_city_castle_construction_lvl1	201103	true	rom_Economic_Woodworking	workshop	true	false
barb_craftsmen_wood_4	barb_craftsmen	3		80	63000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false			res_rom_timber	campaign_sho_city_castle_construction_lvl1	201104	true	rom_Economic_Woodworking	workshop	true	false
barb_glass_1	barb_glass	0		20	15000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	true	false				campaign_sho_city_castle_construction_lvl1	201105	true	rom_SettlementMinor	town	false	false
barb_glass_2	barb_glass	1		30	21000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201106	true	rom_SettlementMinor	town	false	false
barb_glass_3	barb_glass	2		50	31500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201107	true	rom_SettlementMinor	town	false	false
barb_glass_4	barb_glass	3		80	55800	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201108	true	rom_SettlementMinor	town	false	false
barb_gold_1	barb_gold	0		20	22500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	true	false				campaign_sho_city_castle_construction_lvl1	201109	true	rom_SettlementMinor	town	false	false
barb_gold_2	barb_gold	1		30	54000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201110	true	rom_SettlementMinor	town	false	false
barb_gold_3	barb_gold	2		50	100500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201111	true	rom_SettlementMinor	town	false	false
barb_gold_4	barb_gold	3		80	217800	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl1	201112	true	rom_SettlementMinor	town	false	false
barb_grain_1	barb_grain	0		20	16500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	true	false				campaign_sho_city_castle_construction_lvl1	201113	true	rom_SettlementMinor	town	false	false
